user,rating,tanggal,like,Komentar
Pengguna Google,5,2025-05-15 18:30:55,0,Ojol favorite aku & puas banget juga sangat membantu aktifitas sehari-hariku & mempermudah sudah bertahun-tahun selalu pake jasa gojek gak pernah pindah kelain hati.Berkah & Sukses trs selamanya gojek🎉🥳😍
Pengguna Google,5,2025-05-15 18:26:49,0,Terimakasih atas bang gojek serta apk nya yaa. utamakan keselamatan dan kenyamanan penumpang. sukses selalu
Pengguna Google,5,2025-05-15 18:23:34,0,aman nyaman pokok nya OK 👍👍👍👍
Pengguna Google,1,2025-05-15 18:20:13,0,gojek selalu ngerampok dengan dalih uang saldo kita di alihkan ke gopay tabungan padahal hilang di rampok
Pengguna Google,5,2025-05-15 18:09:41,0,"Dengan adanya aplikasi pln mobile,sangat memudah dlm permasalahan kelistrikan"
Pengguna Google,5,2025-05-15 18:05:30,0,sejauh ini puas dengan layanannya
Pengguna Google,5,2025-05-15 17:58:55,0,banyak diskon nya
Pengguna Google,5,2025-05-15 17:58:50,0,"pelayanan CSnya gercep, gokill cepet banget prosesnya"
Pengguna Google,5,2025-05-15 17:54:59,0,terbaiik
Pengguna Google,5,2025-05-15 17:53:28,0,Remon banyak bngt promonya apa lagi udah jadi gojek plus
Pengguna Google,5,2025-05-15 17:51:57,0,aplikasi yang sangat membantu aku jika lagi dalam keadaan mau pergi pergi
Pengguna Google,5,2025-05-15 17:50:52,0,"sukaaa, nyaman aman dengan gojek"
Pengguna Google,5,2025-05-15 17:45:57,0,mantap...
Pengguna Google,1,2025-05-15 17:41:56,0,gak bisa daftar
Pengguna Google,1,2025-05-15 17:39:43,0,saya tidak melakukan transaksi apapun tiba2 saldo saya terkuras
Pengguna Google,5,2025-05-15 17:39:05,0,good
Pengguna Google,5,2025-05-15 17:30:47,0,sangat membantu
Pengguna Google,5,2025-05-15 17:24:56,0,ok
Pengguna Google,5,2025-05-15 17:18:11,0,mantap
Pengguna Google,2,2025-05-15 17:10:34,0,"sering error. Padahal driver sudah di lokasi, malah dibilang masih perjalanan. Aneh banget"
Pengguna Google,1,2025-05-15 17:09:14,0,aplikasi gak jelas ngutang kagak disuruh bayar utang udah mana kata katanya kebun bintang keluar semua haduh uninstal aja ini aplikasi gak jelas
Pengguna Google,5,2025-05-15 17:00:48,0,cocok
Pengguna Google,5,2025-05-15 16:57:20,0,mantap amanah
Pengguna Google,5,2025-05-15 16:52:14,0,ok
Pengguna Google,5,2025-05-15 16:48:06,0,Top
Pengguna Google,1,2025-05-15 16:47:19,5,"Hilangin ongkir 6 k dan juga jadwal operasional, buat apa ada goofod jarak deket kalau diadain lagi jadwal operasional"
Pengguna Google,3,2025-05-15 16:44:44,0,ongkirnya ngerampok anj 11 12 sama toped pantes logonya sama sama ijo 🤭😹
Pengguna Google,1,2025-05-15 16:41:40,0,"knp ya akhir"" driver susah didapat , padahal saya sering sekali order dulu lncar"" saja tp akhir"" bulan ini susah sekali carinya , sampe sejampun nunggi ga dpet"" juga , klo dibilang daerah saya banyak gojek lalu lalang , tp ga ad yg ambil pesanan dan ini ga terjadi di hp saya saja , temen"" yg pakai aplikasi ini juga ngeluh begitu padahal saya sering juga ngisi gopay , bener"" gojek makin buruk, lebih baik pidah ke ojek online lain ,"
Pengguna Google,1,2025-05-15 16:37:23,0,这款应用的行为实在令人感到创伤且难以置信——在这个国家，竟有一家由上市公司运营的平台，其评估标准和行为方式完全受制于欲望与自私，毫无成熟度可言，更遑论在政策实施上对所有用户保持公正。 即便是那些忠诚使用近十年、将所有交易托付于此的资深用户，也难以从该平台感受到任何赏识之意，更不用说其充满歧视性的促销政策。其余种种，只让人感受到一家企业的傲慢与专横
Pengguna Google,5,2025-05-15 16:36:54,0,kemanapun pergi terasa mudah
Pengguna Google,5,2025-05-15 16:34:11,0,padahal udh isi saldo gopay 100rb tapi di gopay nya gak ada bukti isi saldo juga ada gmn ini gojek
Pengguna Google,5,2025-05-15 16:33:24,0,Memuaskan dan Nyaman
Pengguna Google,1,2025-05-15 16:31:20,0,apanya gopay tabungan du potong otomatis seenaknya jidat nya
Pengguna Google,5,2025-05-15 16:06:40,0,mantap
Pengguna Google,1,2025-05-15 16:04:38,0,"Parah gojek, mau di kasih makan apa keluarga kalo akun gojek setiap hari anyep terus ini, yah 😡"
Pengguna Google,1,2025-05-15 16:00:40,0,"isi gopay ga langsung masuk,bener bener sampe harus berkali kali buka tutup aplikasi"
Pengguna Google,5,2025-05-15 15:40:51,0,"mudah, murah, hemat, cepat"
Pengguna Google,5,2025-05-15 15:29:50,0,nyanan san mudsh
Pengguna Google,5,2025-05-15 15:19:40,0,layanan bagus
Pengguna Google,1,2025-05-15 15:13:53,0,"apk ny lumyn, tpi drivernya kenapa pada egk sopan?? pliss ya gw mending pindah ke indrive, perhitungan banget drivernya"
Pengguna Google,5,2025-05-15 15:12:40,0,Terima kasih luar biasa buat gojek..sukses selalu 👍
Pengguna Google,5,2025-05-15 15:08:50,0,okee
Pengguna Google,5,2025-05-15 14:51:55,0,mantab .. respon cepat
Pengguna Google,1,2025-05-15 14:50:33,0,Bukan nya tambah bagus malah tambah ancur 👎
Pengguna Google,1,2025-05-15 14:44:41,1,"pertama kalinya gue di kecewain sama gofood, beli di TIANLALA, RAYA REGENCY, LEMONNYA BUSUK, bukannya di buang, malah di jual, rasanya aneh, kalo beli 1 mending, gue beli 4, terpaksa gue buang semua,dah gitu di bawah gelasnya ada CAIRAN PUTIH LENGKET, udah komplen, gak di tanggapi sama sekali"
Pengguna Google,1,2025-05-15 14:41:47,0,hampir 1 jam nunggu driver datang...capek bgt rsx
Pengguna Google,5,2025-05-15 14:40:45,0,kerenn cukk..
Pengguna Google,5,2025-05-15 14:32:12,0,mantab
Pengguna Google,5,2025-05-15 14:14:00,0,lbh.praktis.
Pengguna Google,4,2025-05-15 14:09:52,4,"Kecewa dengan app gojek karena tidak ada fitur pembatalan pemesanan makanan, padahal belum ada 5 menit dari proses saya pencet fitur pesan, itu saya salah pencet, masa iya baru 5 menit pesanan langsung sudah disiapkan"
Pengguna Google,1,2025-05-15 13:56:02,0,TERLALU BANYAK IKLAN DAN MENGGANGU KONTEN DAN AKTIVITAS mennoton youtube dan menggangu banyak ativitas di layar hp
Pengguna Google,1,2025-05-15 13:48:57,0,"pesan gopood skrg lama banget dapet driver nya, gak seperti grab pas order langsung dapet driver, gojek payah klw order makanan harus nunggu 30mnt baru dapet driver"
Pengguna Google,5,2025-05-15 13:39:42,0,sangat berguna buat driver
Pengguna Google,5,2025-05-15 13:35:34,0,bagussssssssss
Pengguna Google,5,2025-05-15 13:34:49,0,mantap
Pengguna Google,3,2025-05-15 13:32:37,0,harus di perbaiki lagi sebelum terjadi yang tidak di inggin kan costumer
Pengguna Google,5,2025-05-15 13:30:50,0,ok
Pengguna Google,5,2025-05-15 13:24:46,0,great
Pengguna Google,5,2025-05-15 13:10:09,0,sangat membantu
Pengguna Google,5,2025-05-15 12:48:19,0,bagus
Pengguna Google,5,2025-05-15 12:39:51,0,keren
Pengguna Google,5,2025-05-15 12:33:27,0,bagus banget
Pengguna Google,5,2025-05-15 12:27:24,0,oke
Pengguna Google,5,2025-05-15 12:21:18,0,mantapp banyak promo🙆
Pengguna Google,5,2025-05-15 12:18:02,0,aplikasi berguna
Pengguna Google,5,2025-05-15 12:17:22,0,good job
Pengguna Google,5,2025-05-15 12:17:21,0,"Gojek sangat membantu untuk saya dan teman-teman saya agar sampai rumah, serta banyak sekali promo besar-besar an hingga disc 10.000😊❤🙏🏻 dan bapak-bapak gojek di kota Solo sangat baik dan ramah sekali, bintang 5😊❤"
Pengguna Google,5,2025-05-15 12:16:00,0,helpfull
Pengguna Google,3,2025-05-15 12:11:35,0,saya tidak bisa chat restoran untuk menambahkan notes pesanan sehingga pesanan sudah terlanjur dibuat. harusnya pembeli diberi akses untuk bisa chat restonya
Pengguna Google,1,2025-05-15 12:01:39,0,saya ngga dapet driver lama bgt
Pengguna Google,5,2025-05-15 11:57:24,0,good
Pengguna Google,5,2025-05-15 11:46:14,0,"driver nya gercep,sat set terimakasih 🙏 sukses terus gojek💪👍"
Pengguna Google,5,2025-05-15 11:33:12,0,keren lah aplikasi nya
Pengguna Google,5,2025-05-15 11:25:36,0,Sangat membantu
Pengguna Google,3,2025-05-15 11:18:41,0,mahal gak ad promo go food ll
Pengguna Google,5,2025-05-15 11:16:41,0,sippp
Pengguna Google,5,2025-05-15 11:12:55,0,bagus dan menolong
Pengguna Google,5,2025-05-15 11:04:20,0,lanjut oderrrnya
Pengguna Google,5,2025-05-15 11:00:41,1,"🍄🍄🍄🍄🍄SY DRIVER YG JG CUSTOMER. YTH CUSTOMER, TOLONG KALAU BERI TIP ""DARI APLIKASI"", SEGERA CHATTING KE DRIVER SEBELUM CHATTINGAN DI TUTUP. KARENA ""TIP"" sering masuuk ""TERLAMBAT""."
Pengguna Google,3,2025-05-15 10:54:29,0,"aku kasih bintang 3 hari ini aku diturunin sama Driver ga sesuai tujuan, kesel gue, udah dibilangin belum tempat tujuan eh malah ngotot, kalau memang ga sesuai ngomong gue bisa tambah biaya untuk dianter sampai tujuan, ga peka banget. ga semua orang paham maps"
Pengguna Google,5,2025-05-15 10:54:13,0,mantep emg gojek dibanding yg lain wkwk
Pengguna Google,5,2025-05-15 10:50:12,0,"bagus, mantap"
Pengguna Google,5,2025-05-15 10:41:41,0,aman
Pengguna Google,5,2025-05-15 10:40:09,0,mantap
Pengguna Google,4,2025-05-15 10:31:29,0,membantu
Pengguna Google,5,2025-05-15 10:29:05,0,"Good, apa apa serba gampang, ga ribet jg make nyaa"
Pengguna Google,5,2025-05-15 10:26:10,0,sangat membantu untuk bepergian yang tidak memiliki kendaraan. terimakasih sukses selalu ☺️
Pengguna Google,5,2025-05-15 10:24:47,0,Gojek Gocar layanan terbaik pokoknya top lah
Pengguna Google,5,2025-05-15 10:20:08,0,membantu
Pengguna Google,5,2025-05-15 10:19:04,0,semoga lancar d perjalanan 💪🏻💪🏻💪 sukses selalu
Pengguna Google,5,2025-05-15 10:16:40,0,"cepat, tepat, singkat, safety."
Pengguna Google,5,2025-05-15 10:11:47,0,"sangat membantu ,sat set sat set kalo jemput anak sekolah"
Pengguna Google,5,2025-05-15 10:03:37,0,Bagus
Pengguna Google,5,2025-05-15 09:50:33,0,god job
Pengguna Google,5,2025-05-15 09:47:27,0,"sudah lama pakai goride dan gocar, selalu puas."
Pengguna Google,2,2025-05-15 09:44:41,0,aplikasi blank
Pengguna Google,5,2025-05-15 09:43:02,0,"hari ini gak bisa pesan motor, dipaksa pesan mobil, tarik saldo harus upgrade isi data ktp, ribetnya lebih ribet daripada persatuan pinjol."
Pengguna Google,5,2025-05-15 09:37:58,0,istmwa
Pengguna Google,5,2025-05-15 09:32:35,0,suka banget
Pengguna Google,1,2025-05-15 09:27:12,0,saya tidak bisa verifikasi muka dan uang di gopay saya tidak bisa di pakai
Pengguna Google,1,2025-05-15 09:25:28,0,ada pencuri di dalam kantor gojek. gopay yang di kirim dari teman saya 100rb sampai sekarang ga masuk masuk saldo nya. dasar aplikasi tolol. ada pencuri di diemin aja
Pengguna Google,5,2025-05-15 09:22:38,0,tingkatkan
Pengguna Google,5,2025-05-15 09:16:41,0,bagus
Pengguna Google,1,2025-05-15 09:16:33,0,gabisa klaim voc
Pengguna Google,5,2025-05-15 09:08:41,0,mntap
Pengguna Google,5,2025-05-15 09:07:17,0,"sangat membantu kemudahan bertransportasi,banyak voucher diskon dan aman."
Pengguna Google,5,2025-05-15 09:06:29,0,memuaskan
Pengguna Google,5,2025-05-15 09:01:01,0,"sangat puas gercep,ramah...joss"
Pengguna Google,5,2025-05-15 08:56:38,0,sip banget
Pengguna Google,5,2025-05-15 08:55:29,0,sikap yang baik dan ramah
Pengguna Google,4,2025-05-15 08:29:05,0,nyaman
Pengguna Google,3,2025-05-15 08:23:14,0,Kadang suka kecewa ada voucher tapi tidak bisa apply ini sudah berkali kali saya alami terutama voucher goride
Pengguna Google,5,2025-05-15 08:15:50,0,memuaskan
Pengguna Google,5,2025-05-15 08:15:01,0,tepat waktu
Pengguna Google,5,2025-05-15 08:13:11,0,cakepp
Pengguna Google,5,2025-05-15 08:08:58,0,good job
Pengguna Google,5,2025-05-15 08:08:32,0,thankyu gojek lop u 🫰🏻
Pengguna Google,5,2025-05-15 08:05:39,0,sangat membantu
Pengguna Google,5,2025-05-15 08:03:32,0,mantapp
Pengguna Google,4,2025-05-15 08:00:54,0,"Apk-nya benar2 sangat membantu untuk kehidupan sehari2. Tapi tolong lakukan sesuatu untuk driver2 yg problematik, tarif rendah marahnya ke pelanggan, disasarin maps marahnya juga ke pelanggan, semau2 cancel padahal udah konfirmasi dan nunggu lama, n driver2 moody yg ga kenapa2 jutek. Dikasih bintang rendah bukan solusi cuma memicu konflik lebih besar."
Pengguna Google,5,2025-05-15 07:58:41,0,Sangat gampang pengoperasiannya dan cepat.
Pengguna Google,3,2025-05-15 07:56:50,0,"susah dpt driver kalo ujan dan sesudah ujan. kadang kita chat, didiemin, orderan diterima tp kaga jln. di chat bisa jmput apa kaga, diem aja. minimal bales kek drivernya, jgn bikin org gelisah, kek di phpin."
Pengguna Google,2,2025-05-15 07:50:33,0,tambahkan metode pembayaran ovo!!!
Pengguna Google,5,2025-05-15 07:48:18,0,suasana bikin aman dan nyaman tks Pk driver
Pengguna Google,5,2025-05-15 07:20:57,0,Gojek MANTAAAPPP!!!!!!!!!!!!
Pengguna Google,1,2025-05-15 07:14:25,0,"padahal baru daftar sudah diminta masukan go to pin, sy mana tau go to pin nya berapa jadi menurut sy aplikasi ini mengada ngada dan ribet"
Pengguna Google,5,2025-05-15 07:09:46,0,mantap
Pengguna Google,5,2025-05-15 07:01:30,0,bagus cepat servisnya
Pengguna Google,5,2025-05-15 06:58:12,0,keren mantap cihuy
Pengguna Google,5,2025-05-15 06:46:16,0,bagus
Pengguna Google,5,2025-05-15 06:37:32,0,aplikasi bagus
Pengguna Google,5,2025-05-15 06:28:25,0,"aman,nyaman dan amanah"
Pengguna Google,5,2025-05-15 06:23:10,0,Nice
Pengguna Google,1,2025-05-15 06:17:49,0,tolong dong untuk setiap driver prepare jas hujan
Pengguna Google,5,2025-05-15 05:53:07,0,tim Gojek akan menampung keluhan tersebut dan berusaha menyelesaikannya dalam waktu secepat mungkin terkait akun dan kemanan
Pengguna Google,5,2025-05-15 05:28:15,0,banyakin promo donk
Pengguna Google,5,2025-05-15 05:02:16,0,sangat membantu untuk perjalanan
Pengguna Google,5,2025-05-15 04:54:05,0,luar biasa' trimakasih
Pengguna Google,1,2025-05-15 04:47:07,0,"kasih B1 dulu, setiap pake app gojek dan setiap kali naik gocar dapat nya gk benar terus orang nya, ada yang nyetir nya ngebut sampai nabrak motor orang dan mau masukin mobil buat pakir juga main gas aja, jelas² ada anak kecil bukan nya bilang ke adik nya atau tunggu sebentar malah gas aja sopir nya sopir kaya gini ngeri, selama pake app gojek pake gocar dapat yang sopirnya masyaallah baik bangat semoga bapak bentar Arif Fadillah semoga sekeluarga nya sehat semua dan semoga rezeki nya lancar🤲"
Pengguna Google,1,2025-05-15 01:18:29,0,gimana nya ini saya sudah isi kuota internet kok gak masuk minimal gopay nya jangan di potonglah kalau gak masuk tolong di urus y
Pengguna Google,5,2025-05-15 01:14:07,0,sangat membantu
Pengguna Google,5,2025-05-15 00:53:46,0,sangat bagus
Pengguna Google,5,2025-05-15 00:43:01,0,tingkatan lg pelayanannya...
Pengguna Google,5,2025-05-15 00:42:23,0,bapaknya sopan dan mengantar sampai tujuan
Pengguna Google,3,2025-05-15 00:21:16,0,"Sumpah gojek gak jelas bgt, awalnya ada voucher bayarnya pake gopay. Udah di top up buat beli makan, malah tbtb vouchernya hilang dan balik lagi jadi harga awal. Maksudnya apa yang voucher tadi? demi kesel bgt"
Pengguna Google,5,2025-05-15 00:21:08,0,Keren mantap
Pengguna Google,5,2025-05-14 23:43:10,0,terbaik
Pengguna Google,5,2025-05-14 23:30:39,0,"Friendly user, gak pake lemot"
Pengguna Google,1,2025-05-14 23:25:56,0,tolong Titik Gps Yang Bener... kasian driver dan customer.... gak salah kalo driver ngomel ke customer... titik di aplikasi masing2 Beda... aplikasi besar kok minus....
Pengguna Google,5,2025-05-14 23:23:42,0,puas
Pengguna Google,5,2025-05-14 23:22:31,0,Mantap
Pengguna Google,5,2025-05-14 23:08:32,0,sangat membantu
Pengguna Google,5,2025-05-14 23:01:40,0,Bagus
Pengguna Google,5,2025-05-14 22:42:17,0,"sopan ,rama"
Pengguna Google,1,2025-05-14 22:27:36,0,"harga makanan di GO-FOOD lebih mahal dari harga beli langsung,, di tambah lagi biaya penanganan dan ongkos nya... gila... mending INDRIVE... harga makanan sama dengan beli langsung, dan ongkir nya jga murah,,, bye bye..."
Pengguna Google,1,2025-05-14 22:25:43,0,"keamanan....tolong tingkatkan...maslh kamera profil,,dlll...ok...sya juga pernah jd driver kota bekasi ...wahyudin rachmam"
Pengguna Google,5,2025-05-14 22:10:06,0,bagus untuk aplikasinya
Pengguna Google,5,2025-05-14 22:06:39,0,bagus
Pengguna Google,1,2025-05-14 21:59:42,0,"ini gojek lagi knp ya,saya tidak melakukan transaksi apapun tapi saldo saya kepotong,dan saya sudah melapor tapi tidak ada jawabannya,sekarang akun saya hilang dan saldo saya pun juga ikut hilang"
Pengguna Google,1,2025-05-14 21:50:43,0,"gila,pesen dr jam 19.17 sampe 21.04 baru sampai,gak mikir apa klo ada customer yg punya penyakit maag atau asam lambung. ini bukan masalah driver atau resto nya tp masalah sistem anda yg gak jelas,mau pesan di ksh pilihan,expres,reguler,dan ekonomi,tp estimasi cuma selisih 5 mnt doang. pake embel"" hemat atau murah,tp customer bayar full,tp driver nerima gak sesuai ongkir normal. udahlah,balikin sistem seperti dlu aja,sistem terdekat,kasian driver jemput nya jauh,kasian customer nunggu kelamaan."
Pengguna Google,5,2025-05-14 21:50:42,0,mantap
Pengguna Google,1,2025-05-14 21:48:24,0,enak tarif cuma goceng
Pengguna Google,5,2025-05-14 21:47:47,0,sangat membantu dan memuaskan
Pengguna Google,1,2025-05-14 21:44:53,0,"nyari hampir setengah jam ko ga ada yg nyangkut,gojek ga bisa buat buru buru.jadi di uninstall dah,ganti grab"
Pengguna Google,5,2025-05-14 21:41:43,0,ok
Pengguna Google,1,2025-05-14 21:34:24,0,Kenapa tidak bisa di install aplikasi gojek nya
Pengguna Google,5,2025-05-14 21:24:16,0,sangat bermanfaat
Pengguna Google,1,2025-05-14 21:20:02,0,"tolong dong buat chat gambarnya supaya bisa dihapus, saya salah kirim gambar gabisa dihapuss"
Pengguna Google,5,2025-05-14 21:18:53,0,mantap promo nya pertahan kan
Pengguna Google,5,2025-05-14 21:16:48,0,mantabsd
Pengguna Google,5,2025-05-14 21:14:45,0,Hidup Happy..dan Mudah dengan gojek
Pengguna Google,1,2025-05-14 21:11:23,0,beli makanan cuma 1 porsi nunggunya hampir 2 jam. tulisannya di aplikasi telat .gitu terus.. jadi males lama-lama pakai gojek.
Pengguna Google,1,2025-05-14 21:09:51,0,"0/5 – Top up hilang, tidak ada solusi jelas. Customer service seperti robot, hanya copy-paste template. Gojek bilang inovatif, tapi urusan uang saja gagal total. Ironis, perusahaan teknologi yang kehilangan jejak digital uang."
Pengguna Google,2,2025-05-14 21:05:05,0,"Tolong Diperbaiki , saya tidak bisa bayar PDAM Kab.Barito Kuala sudah 15 hari gangguan belum selesai2 mau suruh saya bayar denda kah ini ?"
Pengguna Google,5,2025-05-14 20:59:14,0,sangat membantu
Pengguna Google,5,2025-05-14 20:55:22,0,good
Pengguna Google,5,2025-05-14 20:51:13,0,top
Pengguna Google,3,2025-05-14 20:47:28,0,"masih banyak driver lawan arus, tidak pakai plat nomor belakang, main hp sambil berkendara dll"
Pengguna Google,5,2025-05-14 20:46:00,0,powerful app
Pengguna Google,5,2025-05-14 20:45:19,0,mantap
Pengguna Google,5,2025-05-14 20:39:34,0,oke bgt
Pengguna Google,5,2025-05-14 20:38:31,0,aman
Pengguna Google,1,2025-05-14 20:33:16,0,"aku sebagai driver resah dengan order fiktif gofood akhir-akhir ini! tolong gojek tindak lanjuti oknum-oknum yang tidak bertanggung jawab. Jangan dipermudah registrasi pembuatan akun costumer! selain mengganggu aktifitas kerja, driver juga dirugikan (waktu, tenaga, saldo, BBM). Terima Kasih"
Pengguna Google,1,2025-05-14 20:26:27,0,bentar lagi juga tumbang..diakuisisi grab...senyumi saja keangkuhan orang manajemen gojek akan segera berakhir. tepuk tangan. mantap mantap. semua ada saat nya. akan berakhir
Pengguna Google,5,2025-05-14 20:23:56,0,ok mantap
Pengguna Google,1,2025-05-14 20:14:48,0,ganggu aja nongol lg di hp gw
Pengguna Google,5,2025-05-14 20:10:25,0,ok
Pengguna Google,5,2025-05-14 20:06:32,0,"banyak""in ngluarin vocer belanja ya :)"
Pengguna Google,5,2025-05-14 20:05:10,0,Mantap
Pengguna Google,5,2025-05-14 20:01:01,0,Sangat senang dengan pelayanan begitu cepat
Pengguna Google,5,2025-05-14 19:49:15,0,bantu dok jadi mitra gojek susah baget
Pengguna Google,5,2025-05-14 19:49:03,0,puass pkai aplikasi gojek sangat membantu
Pengguna Google,5,2025-05-14 19:47:39,0,top
Pengguna Google,5,2025-05-14 19:44:17,0,selalu dapat diandalkan
Pengguna Google,5,2025-05-14 19:43:53,0,mntapp
Pengguna Google,2,2025-05-14 19:43:25,0,"pesen makanan 1 jam lebih, ga dpt driver ... ga jelas ..."
Pengguna Google,5,2025-05-14 19:39:39,0,murah semoga sesuai ekspetasi
Pengguna Google,5,2025-05-14 19:37:40,0,sangat membantu
Pengguna Google,5,2025-05-14 19:33:58,0,mantepppp Wee 😇
Pengguna Google,1,2025-05-14 19:32:33,0,Karena iklannya mengganggu maka uninstall dulu
Pengguna Google,4,2025-05-14 19:25:06,0,"tolong di upgrade lagi untuk tempat penjemputan nya. Dan tolong kasih tau ke drivernya kalau jemput sesuai sama titik. saya pesen gocar supaya memudahkan ini malah makin ribet, masa titik penjemputan di deket terminal ini saya disuruh nyebrang ke LRT udh tau bawa Koper 2 dan perempuan sendirian. udh sering banget dapet begitu pdhl sengaja gmw cancel karena takut ngaruh ke orderan nya. ini malah dibuat ribet ya kita capek jugaa"
Pengguna Google,1,2025-05-14 19:15:51,0,"Mengecewakan mana mau di pakai makam ini transfer dari gopay ke shopeepay malah statusnya proses terus, jengkel, kecewa, marah, dongkol jadi satu malam ini mau di pakai malah belum masuk uang nya"
Pengguna Google,5,2025-05-14 19:15:05,0,saya sayang di bantu adanya apk ini
Pengguna Google,5,2025-05-14 19:02:13,0,sangat berguna
Pengguna Google,5,2025-05-14 18:45:48,0,terimakasih
Pengguna Google,1,2025-05-14 18:44:58,0,"iklan pinjaman terus yg digembor gemborkan, sdh banyak memotong ongkir driver masih saja kurang bersyukur,dasar aplikator serakah"
Pengguna Google,5,2025-05-14 18:44:03,0,diam dirumah tau2 kenyang modal jempol ada go food banyak promo
Pengguna Google,1,2025-05-14 18:40:28,34,"sudah pake expres di gofood, tapi tetap aja telat dan pada akhitnya sistem cancel,, apa sih koq gofood satlya ga bisa dipake, apa cuma sy aja yg alami ini ya, sudah setahun gofood sy bermasalah,sistem selalu bikin sy menunggu seharian dan dicancel pada akhirnya.😡"
Pengguna Google,5,2025-05-14 18:40:02,1,sangat membantu
Pengguna Google,5,2025-05-14 18:31:23,0,bagus
Pengguna Google,1,2025-05-14 18:30:28,0,"setiap order selalu lama dpt driver, pas udh dpt malah di cancel.. tolong untuk driver lebih profesional kerjanya.."
Pengguna Google,5,2025-05-14 18:29:51,0,sangat membantu
Pengguna Google,5,2025-05-14 18:16:36,0,Goodjob dah...Salam satoe nyali..wani..!!!!
Pengguna Google,5,2025-05-14 18:13:19,0,Baik. SMG lancar...
Pengguna Google,5,2025-05-14 18:01:51,0,lebih murah dan tdk lama menuggu
Pengguna Google,5,2025-05-14 17:51:29,0,good job
Pengguna Google,5,2025-05-14 17:51:01,0,smoga promonya semakin mantap
Pengguna Google,5,2025-05-14 17:42:49,0,mantap pokoknya
Pengguna Google,5,2025-05-14 17:33:37,0,cepat dan sesuai
Pengguna Google,5,2025-05-14 17:29:43,0,ok
Pengguna Google,3,2025-05-14 17:29:37,0,"baru kali ini dibikin kecewa sama ni aplikasi, udah sering ganti driver buat ganti anter makanan, kalo seenggaknya gak mau terima jangan main accept orderannnya"
Pengguna Google,5,2025-05-14 17:20:29,0,sangat bermanfaat
Pengguna Google,5,2025-05-14 17:15:00,0,lebih cepat lebih mudah
Pengguna Google,5,2025-05-14 17:10:51,0,bisa aku beli seblak teruss pas malem jadi membantu bgtt buat aku yg suka seblak🙏😭😭😭👍
Pengguna Google,5,2025-05-14 16:59:01,0,Alhamdulilah pakai aplikasi gojek oke deh
