user,rating,tanggal,like,Komentar
Pengguna Google,5,2023-04-28 06:59:34,0,Sangat sangat membantu harga ok terima kasih Go-Jek. saya gak bisa ngomong panjang panjang hanya bintang yg menilai mu tuh diatas he he🙏🙏🙏
Pengguna Google,5,2022-02-03 18:12:06,0,saya sangat terbantu ada nya aplikasi ini semoga apa yg menjadi inspirasi semua nya bisa terbantu terus dan maju terimakasih...
Pengguna Google,5,2020-10-29 10:47:08,0,"Saya sangat berterimakasih sekali dengan adanya aplikasi ini, yang mana saya bisa terbantu walau hanya bertransaksi hanya cuma dari rumah saja."
Pengguna Google,1,2025-04-09 21:55:09,0,parah banget uda nunggu 50 menit tapi di batalin otomatis karna ga ada yang mau take drivernya. harusnya langsung batalin aja. kasian restorannya uda buatin dan saya uda nunggu
Pengguna Google,1,2022-08-27 17:15:15,11,"Server sibuk, dan tidak ada driver padahal di kota kecamatan...biaya aplikasi naik terus..peningkatan pelayanan tidak ada.."
Pengguna Google,5,2021-05-12 12:12:46,0,Suka kalau pas dapat promo. Kalau bisa semua penguna gojek dpt promo. Ngk pilih² kadang dpt promo kdng ngak.
Pengguna Google,3,2023-10-11 20:20:40,1,"Khusus go food terasa mahal, setiap pesan kena biaya aplikasi Sekarang tak menarik lagi dan mengecewakan"
Pengguna Google,3,2019-12-21 14:30:51,0,Bagus tapi sayangnya gocar tidak ada alias tidak berfungsi .. apa mungkin tdk ada gocar dikotaku ya bikin males aja deh.
Pengguna Google,2,2023-10-06 21:12:20,0,Setelah update kok sering nge stuck aplikasi dan tiba-tiba keluar tolonglah di benerin
Pengguna Google,3,2021-12-10 19:17:42,0,"loading menuju total pemb di menu go food suka muter2 doang, padahal jaringan aman, buat youtube HD juga losss..."
Pengguna Google,3,2023-08-23 20:52:57,0,Saat mau bayar pakai QR code selalu masalah jaringan padahal sinyal lancar2 aja buka apps lain
Pengguna Google,4,2024-01-01 22:47:52,0,knp aplikasi gojek saya kadang ngak bsa di buka kadang bisa? lebih sering ngak bsa di buka..
Pengguna Google,5,2023-06-26 08:12:04,1,apklikasi yang keren. mempermudah saat kita laper tapi mager untuk keluar. gojek sangat membantu
Pengguna Google,2,2024-05-11 09:05:08,0,"Bagus sih bagus promonya disuruh langganan biar dapet lebih banyak diskon,eh malah lebih mahal diskonnya pas udh langganan"
Pengguna Google,5,2024-06-20 15:24:34,3,"Ga dikasih codenya udah masukin nomor hp nya yang bener tapi ga bisa ga ada codenya gojeknya gabisa jelek. Sms nya ga kekirim oleh gojek sudah saya cek nomor saya tetap gabisa Tolong diperbaikan gojeknya saya sudah berapa kali coba tetap gabisa. Harus diperbaiki secepat mungkin, saya sudah emosi gabisa"
Pengguna Google,4,2019-01-26 02:27:43,9,"Halo, saya rasa beberapa update tambahan yang Anda berikan membuat saya menjadi cukup bingung untuk memesan kendaraan."
Pengguna Google,1,2020-09-20 19:05:41,0,Sya sdh upgrade tpi kok gak ada kepastian di trima apa gagal nya .tolong dong di respon klok gagal kan supaya sya bsa upgrade ulang
Pengguna Google,1,2020-10-29 12:57:36,0,Sayang mau upgrade ga bsa. Foto ktp udah bagus. Tapi blur trus. Ga bagus. S
Pengguna Google,1,2022-11-24 00:12:52,0,"Kecewa si sama ni apk masa ga buat apa"" ke blokir pas di laporin masih ga bisa juga lumayan ada saldo nya buat makan 3 hari cukup"
Pengguna Google,1,2019-03-23 03:59:04,62,kenapa ko pas sebelum di update .. bayar nya murah tapi pas udah di update jadi mahal... padahal sama lokasi nya
Pengguna Google,5,2025-02-20 18:03:13,0,"Akurat, jalanya hati-hati, pelan tp pasti."
Pengguna Google,1,2021-11-17 19:07:08,0,MASA SAYA UPDATE KE PREMIUM UDAH MAKE KTP ASLI G di ACC mulu min udah se Minggu berturut-turut loh🙃 # Tolong mempermudah update nya dong buat TF ke bank soalnya make KTP :(
Pengguna Google,4,2023-11-21 10:51:51,0,Makin lama durasinya bisa sejam lebih kalo order makanan padahal biasa order gak sampe selama itu
Pengguna Google,5,2023-11-22 14:39:59,0,"Memudahkan dimudahkan. semoga semakin banyak promo kembali ya, lebih banyak di bandingkan platform sebelah yang merupakan produk luar dan bukan karya anak negeri"
Pengguna Google,1,2023-08-08 19:30:19,1,"Error terus.. call center ga ada yg bisa dihubungi, makin ga jelas. Pengguna lama padahal tiap hari pake. Ganti rekanan makin jelek."
Pengguna Google,5,2021-09-12 22:43:00,1,"Terimakasih, dengan adanya limit paylater jadi terbantu, ditunggu update berikutnya, semoga limit pinjaman paylater segera ditampilkan.... 😊"
Pengguna Google,1,2018-10-30 13:02:37,0,"Up date terus, pelanggan mau seneng malah jadi susah Lagi di butuhin up date terus..."
Pengguna Google,3,2021-10-29 17:10:47,0,"Tidak sesuai estimasi waktu, katanya cuma di aplikasi bilang 22 menit.. Tapi nyampe 1 jam lebihh"
Pengguna Google,3,2022-11-28 05:47:42,0,"Semakin hari semakin sulit kalau order goride .... Padahal ada bbrp posisi driver dekat dengan lokasi tinggal ku ,, bukan 1 , 2 , 3 kali sperti ini ..."
Pengguna Google,1,2023-09-03 18:04:47,3,"Update trus, ga bisa pake paylater, aneh! Semakin hari aplikasi makin gila, promo semakin aneh, dasar"
Pengguna Google,1,2018-12-15 16:25:08,2,knpa yah setiap mau pake slalu suruh telpon castemer servis mulu.... tolong di bls yah katanya akun bermasalah....udh update mulu....
Pengguna Google,1,2021-04-07 11:39:07,1,"Aplikasi tidak bisa dipakai sama sekali, selalu muncul notifikasi ""server sedang padat merayap"""
Pengguna Google,1,2024-01-21 02:21:33,0,Parah .. order bisa 1 jam lebih bukan resto yg lama tp cari drivernya yg lama padal driver ada ribuan !! Saatnya pindah aplikasi
Pengguna Google,1,2019-02-19 11:25:29,2,"Tolong jngan sering"" update lah, itu juga kok semua isinya, ngabis""in memori internal aja"
Pengguna Google,1,2019-05-06 04:51:51,0,"casback ny nurun trs, mahal lg skrg hadeh, beli pulsa gagal terus, lucu ya d fitur go pulsa ada paket yg 1rb, trs ada pls 12.000, saya beli gk bs2 yang 12.000 dan paket 1rb, trs sy cb 25.000 e bisa langsung masuk pls nya, kalau gk bs yv 12.000 jangn d ksh nominal pls yang min 12.000.😊 dan fitur gofood jg sama sblm sy pesan grtis biaaya ntar pas udah d pesen kena ongkir 8000. kecewa banget lah sama gojek skrg, mahal trs lynn d apk jg buruk."
Pengguna Google,1,2018-10-28 06:54:30,0,Bagus . Tetp murah tapi kalau ada update kudu update baru bisa pake . Gimana kalo ada urgent ? Masa update dulu baru dipake .
Pengguna Google,1,2021-10-25 21:36:49,1,"tiba-tiba layanan belum tersedia ditempat anda, tidak bisa menghitung harga, makin hari makin aneh mulu, ini kenapa coba? jawab!"
Pengguna Google,2,2018-11-12 11:21:37,0,Kenapa setelah di update malah gak bisa gofood padahal sdh aktifkan lokasi tapi apps minta aktifkan melulu🙄
Pengguna Google,2,2021-08-11 23:34:30,0,"Ongkirnya makin hari makin naik aja, jarak 1km ongkir 18rb masa, jarak 3km ongkir 40rb :"") saya lebih suka gojek yang dulu"
Pengguna Google,1,2023-09-12 14:22:01,0,"Sejak di upgred gk bsa lagi liat driver dmana posisi nya kalau pesan gofood Gk nyaman lagi, udh sama kayak aplikasi sebelah,"
Pengguna Google,5,2019-12-28 13:11:05,0,"Cotumer service nya buruk. Saya coba telepon tapi suara saya tidak sampai ke telinga, dibilang tidak ada jawaban. Saya nelepon ke yang lain masih bisa sampai sekarang."
Pengguna Google,2,2020-02-26 05:57:36,0,Setiap pesan go ride disaat hujan pasti driver nggak bawa jas hujan. Saya kecewa sekali. Harusnya itu merupakan hal wajib bagi penyedia layanan jaaa
Pengguna Google,2,2021-10-10 20:52:33,1,"Ini kenapa ya ko saya tidak bisa buka aplikasi nya, setiap saya buka pasti selalu kembali lagi kaya gituh Terus.."
Pengguna Google,2,2025-02-17 09:49:40,0,"Sekarang gojek mahal. Apalagi gofood, ongkir mahal padahal jarak kurang dari 1 km. Biaya ongkir+penanganan lebih mahal dari harga makanannya. Harga makanannya pun lebih mahal daripada grab dan shopee, padahal di resto yg sama. Diskonnya jg minim, jarang, dan cuma berlaku utk pembayaran pakai kartu kredit tertentu aja. Potongan komisi ke driver dan resto kelewat besar. Kasihan driver dan UMKM nya. Aplikasi karys anak bangsa yg ngisep darah dan keringat mitra sesama anak bangsanya."
Pengguna Google,3,2019-02-04 05:28:58,0,"Perbaiki Lagi System Untuk titik penjemputan Masih Terkdang Gak sesuai,sering Trouble apalagi di saat Musim Hujan thank you"
Pengguna Google,5,2019-09-10 05:38:36,1,"Lebih nyaman naik go ride , go car, dll .nya Banyak diskon voucernya..keren abis Tingkatkan terus pelayanannya Semoga gojek bisa tetap eksis sampai kapanpun"
Pengguna Google,5,2022-02-08 12:56:43,1,"Mantap,pesan gofood lapar gk ada uang pesan makanan bisa pakai gopaylater ..aku sangat suka sekali aplikasi ini ..sangat membantu pas lagi saat sulit...yok gass ..."
Pengguna Google,5,2019-09-15 11:19:10,17,"Sangat membantu, sekedar saran buat yg gocar,, klo driver perokok jangan merokok di dalam mobil anda, merokoklah di luar agar mobil anda tidak bau, lebih baik lagi klo anda berhenti merokok, sekian terima kasih."
Pengguna Google,5,2024-02-19 12:33:52,2,"Aplikasi mudah digunakan, driver mudah ditemukan, discount & promo yang menarik dan dalam satu aplikasi bisa transaksi mobile"
Pengguna Google,1,2023-03-22 12:43:43,1,Parah si ini aplikasi lagi d butuhin. Transfer uang ke bank nyampe sekarang belum nyampe nyampe...
Pengguna Google,5,2025-01-05 18:02:25,0,"Alhamdulillah nemu yg baik""walau jali pertama pesan ojek online"
Pengguna Google,5,2025-04-10 22:01:34,0,mantap luar biasa gojek
Pengguna Google,5,2021-02-08 07:19:07,0,"Sementara ini ku nilai masih bagus ga tau nanti semoga tetap bagus bahkan di perbagus lagi apk nya ,semangat GOJ3K"
Pengguna Google,1,2023-08-18 20:16:33,1,Goshopnya tidak bisa diakses dengan alasan padat merayap.. tutup aja skalian hingga nnti tidak padat lagi..😢😢
Pengguna Google,1,2021-07-11 03:13:12,0,Kode tarik tunai tidak muncul. Status selalu lagi di proses. Dan saldonya tidak balik
Pengguna Google,5,2025-04-28 20:04:52,0,Keren weh.. Ramah semua
Pengguna Google,1,2021-07-29 11:12:08,1,"ini gmna mau beli pulsa malah gk bisa dibuka, “Anda belum memilik assessment semua” buka semua menu jg tulisannya kaya gt semua"
Pengguna Google,5,2019-09-15 09:36:03,0,"Recommended app bgt buat orang jaman skrg. Simple UI, cepet dapet driver, sama fitur nya banyak bgt"
Pengguna Google,5,2023-07-19 15:52:43,0,Transfortasi online yang relatif harganya murah dan memadai diseluruh Indonesia
Pengguna Google,1,2024-05-21 18:27:15,9,Payah. Top up gak masuk. Padahal di riwayat sudah masuk. Namun saldo gak bertambah 😡😡
Pengguna Google,5,2020-02-21 13:17:34,2,"Tinggal pencet, semua jadi mudah. Ini aplikasi kantong ajaibnya doraemon versi indonesia. Jos.. 5 jempol dari gue.. Banyakin fitur buat nolong sodara kita yg membutuhkan.."
Pengguna Google,1,2019-11-18 18:08:19,0,"Ini kenapa pas pesen gofood tulisannya permintaan di tolak coba beberapa saat lagi, sudah 2 bulan kaya gini terus."
Pengguna Google,5,2020-09-26 12:26:51,0,Aplikasi yang sangat bgus proses transaksi nya cepat dan banyak jga fitur2 yg di sediakan
Pengguna Google,1,2021-07-15 18:42:51,2,Sering ada gangguan yang kurang jelas. Kadang force close saat mau pesan makanan. Juga sering sepi diver saat memesan makanan
Pengguna Google,1,2021-10-15 03:48:29,0,"Kalo mau di download harus nya aplikasi pemesanan sama aplikasi dompet digital dipisah. Masa semua nya disatuin, Mendingan daftar ovo"
Pengguna Google,1,2021-07-20 10:04:55,0,Aplikasi gilla udah pesan salah tapi ga bisa di cancel ga ada pilihan cancel sengaja ya mau bikin orAng terpaksa bayar ada buktinya nihh
Pengguna Google,1,2020-10-04 15:19:32,0,"Aplikasinya jelek banget, gk bisa masuk banyak bnget kendalanya udah gitu makin ribet, aplikasi gk jelas."
Pengguna Google,4,2019-04-04 21:36:04,0,aplikasi nya bagus sekali saya ga sia sia nge download nya......bagi yang belum ngedownload aplikasinya segera download di play store/app store mu
Pengguna Google,2,2020-04-20 19:59:46,0,"Tolong jangan terlalu banyak di update, kalau tidak ada yg baru!! Makan kuota dan ram semakin gede. Makasihhh"
Pengguna Google,1,2019-05-13 21:45:58,0,tolong untuk aplikasi go jek kalau mau iklan jngn muncul di saat yg tidak tertentu saya lagi ngegame jadi ke ganggu
Pengguna Google,1,2024-02-03 10:46:11,0,"Susah bet saya dapat driver kaga tau kenapa dah, dah mulai menurun nihhh, pantas banyak yg make apk yg satu lagi"
Pengguna Google,1,2019-01-09 12:51:44,0,Sekarang order gocar selalu sangat lama penjemputannya karena posisi driver terlalu jauh sangat kecewa.
Pengguna Google,5,2020-09-23 10:51:09,0,"Tolong lebih dipermudah dan dipercepat lagi proses gopay nya, jangan sampai ada gangguan mulu. Terimakasih"
Pengguna Google,1,2025-01-04 16:26:05,0,"Gopaylater di blokir, entah apa salahnya Padahal tidak pernah telat bayar Percuma"
Pengguna Google,2,2021-04-02 22:12:50,0,"Over all good sih, tapi skarang kalo gofood ongkirnya jd makin mahal ya? Jarak dekat berasa jauh"
Pengguna Google,5,2021-09-16 14:29:06,2,"Utk aplikasi Gojek lbh gampang utk mencari order dan menulis catatan utk.penjual, ksh catatan.utk patokan alamat...serba praktis dan mudah...top deh."
Pengguna Google,1,2021-11-20 19:51:40,0,Gofood lagi ada trouble ya?? Ak order makanan tapi kok ga bisa terus? Padahal ak selalu update apk nya..
Pengguna Google,1,2023-10-24 15:05:39,1,"Sekarang sering hang, nge-restart. Link lacak di pesan gak bisa di klik, bikin susah kalau notif nya hilang. Gojek v.4.75.1"
Pengguna Google,1,2022-01-16 13:11:59,7,"Makin lama ongkir go food makin tidak sesuai, padahal dekat, tapi mahal, biaya aplikasi, biaya parkir, No respec dah buat go food"
Pengguna Google,4,2023-01-10 16:54:20,1,"Cukup membantu top up nya juga gampang, tapi klo di bandingin sama m*xim lebih murah itu tp lama nunggunya"
Pengguna Google,1,2025-01-08 09:52:41,0,Jangan mau pinjam di gopay pinjam soalnya bunganya gede!!! Lintah darat bgt padahal legal. Mana bikin kredit skor turun kalo bayar kecepetan. Aneh!!! Ga lagi pinjam di gpaypinjam smaa gunain gopaylater!!!
Pengguna Google,1,2021-10-30 18:53:12,0,Tiba2 aplikasi tdk bs dibuka... Sdh di uninstal sm aja.... Sampai skrg tdk bs dibuka lagi
Pengguna Google,1,2021-11-22 08:23:20,11,Tiap order grab car dapet nya taxi terus. Ga pernah dapat mobil lain selain taxi.
Pengguna Google,1,2021-02-22 22:50:58,0,"super super jelek banget, lemot, gk bs dibuka, ribet. jauh bgt kl dibanding sm grab"
Pengguna Google,1,2019-08-12 08:54:40,0,"Udah di update akun tetep aja fitur paylater nya gabisa dipake, kalo emang gabisa dipake ngapain dikeluarin fitur kaya gitu, gajelas"
Pengguna Google,4,2019-11-04 07:49:52,1,"Gps ga valid, ga bs tau posisi driver scr realtime, harga delivery per km skrg jd 10rb,,, mahal bgt skrg...jd males..."
Pengguna Google,5,2020-09-22 12:13:10,0,"Aplikasi yang cocok dg saya, upgrade nya mudah ngga pake nunggu 1 jam. Mantap pokoknya...."
Pengguna Google,3,2019-12-03 13:02:22,1,Tidak ada transparansi alokasi dana yg terkumpul pada go give. Sdh berapa yg terkumpul dan apa benar tersalurkan atau tidak. Tidak ada beritanya.
Pengguna Google,1,2019-07-15 17:44:26,0,"pengalaman saya enak pakai aplikasi sebelah lebih banyak promo, mitra kerja juga pelayanan bagus, customer servis juga respon kalau ada keluhan."
Pengguna Google,1,2022-03-27 04:39:07,0,kenapa sulit sekali upgrade ke premium selalu gagal alasanya foto ktp buram padahal buat upgrade laenya bisa
Pengguna Google,4,2019-04-10 11:10:57,4,"saya menerima 10 pesan mendapatkan vocer, kurang lebih 10 vocer. tapi saat di buka tidak ada. padahal di hari yang sama"
Pengguna Google,1,2024-04-02 18:49:31,0,Driver susah banget mentang mentang lagi ramadhan padahal juga pesanan dibayar. Kadang suka di cancel tau sih driver buka puasa.gak masalah tapi inget kerja kebutuhan nafkah juga .
Pengguna Google,5,2025-05-04 20:58:16,0,sangat membantu
Pengguna Google,4,2018-11-07 11:17:08,0,"Saya berharap ada promo. Lumayan bisa membantu mengurangi Pengeluaran 🙏😇🙏 Dan sekarang puji Tuhan, sdh dapat promo. Makanya saya kasih Bintang 4"
Pengguna Google,2,2025-01-08 22:24:07,1,"Pas lagi hujan walau cuman gerimis doang susah banget dapet driver gojek, udah gitu jauh semua posisinya"
Pengguna Google,5,2021-10-05 20:27:21,0,Kemudahan penggunaan fitur² makin keren ketepatan waktu pengiriman para Driver nya juga bagus.. jempol pokona mah
Pengguna Google,5,2022-10-02 17:09:33,0,"Pengalaman saya baik & suka pakai gojek, meskipun hanya kadang- kadang kalau perlu saja krn sdh lansia jarang pergi. Tk"
Pengguna Google,2,2023-12-23 00:37:35,0,"Aq udh paķai lama aplikasi ini,tp sekarang tiba² eror.waktu pesen bisa tp begitu mau order g bisa.malah muncul accuont 23 jam lg kadaluwarsa"
Pengguna Google,5,2019-01-04 15:35:31,0,"bagus.... sekarang sudah banyak diskon, meski kadang diskon competitor lebih banyak hehehhee"
Pengguna Google,5,2020-07-04 10:12:51,0,Adakan fitur untuk Go Mekanik dong. Jadi kalau ada kendala di motor atau mobil bisa langsung ditangani mekanik.
Pengguna Google,1,2022-03-07 21:37:42,92,"Kenapa tiap kali aku mau buka toko orang selalu force closed sih? Padahal internet lancar, memori juga masih banyak, cache udah pada dihapus. Tolong lah diperbaiki"
Pengguna Google,1,2023-12-27 17:15:44,0,Ga tau lagi dah ama ini aplikasi. Mau bikin pin aja susah dapat otp. Malah ada keterangan pin sudah aktif. Udah 2 minggu lebih Parahhhhhhhh
Pengguna Google,5,2022-03-04 07:31:46,0,"Aplikasi nya semakin lama semakin fleksibel dan mulai mencakup banyak hal, jadi membatu sekali"
Pengguna Google,5,2022-11-19 13:16:47,0,"Mudah transaksi apapun, mau kemana pun, belanja apapun mudah dann cepat."
Pengguna Google,5,2019-11-11 05:58:40,0,"Kalau ada bintang 10 ta kasih bintang 10. 😊 selain murah banyak promo, pelayanannya juga baik😍"
Pengguna Google,5,2021-06-26 18:49:48,0,"Dapet potongam harga nya banyak bisa sampai 30rb pembelanjaan 85 mantep lah pokonya,,seperti itu terus ya"
Pengguna Google,1,2021-09-20 11:41:40,0,tadinya ga bisa kebuka aplikasinya trus install ulang pas mau daftar ke nomornya gabisa terus loading terus
Pengguna Google,1,2019-03-06 13:32:11,0,"saya sudah mengisi go pay lewat mandiri online dan di resi berhasil tapi kenapa tidak ter isi juga padahal no nya sama smua,saya rugi nih dan melapor ke bantuan sama aja gak ada perkembangan"
Pengguna Google,4,2020-01-27 19:45:52,0,"Saya kasih bintang 4 dulu yah karena saya baru mendaftar, kalau pelayanannya bagus dan tidak ada kendala nanti saya beri 5 bintang"
Pengguna Google,1,2025-04-15 21:06:49,0,driver sering nolak
Pengguna Google,1,2025-01-22 18:31:37,2,Setiap pakai express knp lama sekali
Pengguna Google,3,2024-02-22 15:16:54,0,kak tolong sediain fitur blokir restoran di gofood. saya kapok banget makan di resto satu tapi nongol terus jadi hampir salah klik terus
Pengguna Google,5,2021-11-29 09:30:07,0,"Mantap bgt pake gojek, praktis, aman udh gitu klo ada barang yg ke tinggalan bisa di kembalikan lagi , terus selalu ada diskon yg gede di gojek , pkok nya mntp"
Pengguna Google,1,2022-05-12 19:15:15,1,tiap kali mau update ke gojek plus pas ambil foto e-KTP tombol malah tidak berfungsi tiap klik untuk ambil foto
Pengguna Google,1,2021-09-13 09:24:52,0,"Dapat driver selalu yg jauh2, malah lama nunggunya. Knpa ga di kasih sama yg terdekat !!!???"
Pengguna Google,2,2019-05-04 10:00:27,0,Log in lemooot bngt. Mo sign in juga lama. Bisa tolong diperbaiki lagi kqh? Kalo kaya gini terus kabur deh pengguna nya. Pindah ke yang lain
Pengguna Google,5,2025-03-28 08:14:42,0,pengemudi yang ramah dan menyenangkan 🥰 terimakasih atas pelayanan nya 👍
Pengguna Google,5,2023-10-21 09:47:40,0,Sangat membantu. Cuma tadi angka nominalnya tdk jelas terbaca. Angkanya tertimpa karakter lain
Pengguna Google,1,2018-12-23 21:30:11,0,kalau tidak bisa bekerja sama aplikasi gopay thdp wisata kuliner gausah !! buang² waktu !! kontol !!!
Pengguna Google,5,2024-04-26 18:41:00,0,Aplikasi bermanfaat bnget buat saya yg sering keluar rumah TPI gak ada speda lalu memesan gojek untuk di antar ke tempat tujuan anda bermanfaat bangett terimakasih gojek
Pengguna Google,2,2021-09-10 18:27:38,1,"Kenapa saat saya memilih go food layanan bermasalah dan sudah 1 Minggu belum bisa digunakan, padahal aplikasi sudah di update"
Pengguna Google,2,2019-06-20 16:31:31,0,"aplikasi gofood nya kebanyakan alesan, klo gk buka gk usah dipajang itu warung. kebanyakan ttup semua buat apa itu dipajang"
Pengguna Google,1,2023-08-13 17:45:37,1,Buka aplikasi aja lama banget si aplikasi error update doang iya tiap bulan tapi error buat cepet² buka aplikasi lama x
Pengguna Google,1,2023-12-31 16:35:28,0,"Dulu sering banget pesen tiket bioskop di gotix sekarang baru mau pesen udh gaada, padahal saya sudah update."
Pengguna Google,5,2018-11-14 19:00:56,1,Lanjutkan... Untuk makin mempermudah aktivitas anak bangsa. Tingkatkan keamanan dan kenyamanan pengguna.
Pengguna Google,1,2024-12-14 19:19:00,0,Malah driver yang jauh dikasih ada driver dekat buat lama nunggu
Pengguna Google,5,2023-07-14 17:19:04,0,"Keren banget, bisa mempermudah aku yang males msak sendirii dan juga mempermudah untuk kemna"", mantapp"
Pengguna Google,5,2019-09-29 21:18:15,0,aplikasi ini sangat membantu sekali...banyak bget manfaat yg d dapat...mudah cara pengunaan nya..pokonya top dehh
Pengguna Google,5,2020-04-13 20:18:20,0,"g bs masuk ke aplikasi. udh terpasang, verifikasi..ehehh coba berulang kali. yg muncul error...."
Pengguna Google,5,2021-03-01 23:02:03,0,"Mantap, kemana aja jd lebih mudah.. Laper tinggal order... Seru lah pokok nya.."
Pengguna Google,1,2021-02-12 16:27:52,0,"udah beberapa kali saya upgrade gopay plus, tapi di tolak terus, padhan format sudah benar. tolong di perbaiki."
Pengguna Google,3,2019-01-03 23:53:56,0,knp skrg pointnya ga berguna banget?! tolong diperhatikan kembali fungsinya krn hampir tidak ada gunanya poin yg sudah diperoleh
Pengguna Google,4,2019-02-19 13:21:14,0,banyakin promo baik dr gopay ataupun voucher kaya aplikasi sebelah yg lebih sering promo harga murah.. ya tidak perlu disamakan murah nya
Pengguna Google,1,2021-01-14 19:52:37,0,Kenapa yah tiap kali mau bayar tagihan paylater selalu ada gangguan masalah. Kan jadi kena denda jadi harus top up lagi. Ini disengaja apa gimana biar bayarnya lebih?
Pengguna Google,5,2021-03-18 12:51:58,0,aplikasi yg sangat bagus... solusi pergi2 pakai mobil dengan mudah tinggal klik.
Pengguna Google,1,2021-05-24 09:26:53,0,Saya sudah masuk dan saya hapus apk nya setelah saya download lagi harus ada link nya setalah 3 menitan link ya ga ke kirim ini gimana
Pengguna Google,4,2025-02-21 19:35:15,0,Lambat bgt nyariin driver nya..
Pengguna Google,5,2025-02-23 11:53:40,0,"Please,banyakin promo biar seru gofoodnya hehhee :)"
Pengguna Google,3,2019-05-10 14:41:38,0,"kok kalau saya mesan go food ,kok bayar nya mahal ya padahal cuma dekat,dan ada satu lagi kalau update nya itu lama"
Pengguna Google,5,2021-05-30 19:37:54,0,Banyak diskonnya dan sesuai diskonnya...makanan cepat sampai dan pengantarnya juga bersih..thanks gojek jd g perlu LG keluar rumah
Pengguna Google,1,2020-09-14 18:08:50,0,Upgrade nya sekarang lama dan proses pencairan di prakerja juga lama padahal data semua sudah sama.
Pengguna Google,5,2020-09-30 13:58:26,0,"Yang bilang aplikasi ini bermasalah, maaf anda salah besar. Aplikasi ini sangat membantu dan luar biasa cepat proses transaksinya"
Pengguna Google,5,2022-02-15 19:29:46,0,"Vocer gratis ongkir sama discon di banyakin biar makin sering belanja,membantu banget kalau lagi males ke luar ,,"
Pengguna Google,1,2023-03-12 22:24:59,0,"emang ribet banget semakin kesini , aplikasinya , sekarang susah mesanya ribet pokoknya kebanyakan pola nhga jelas"
Pengguna Google,5,2025-05-08 12:36:15,0,Sangat membantuu sekali
